mean_loss,epsilon,learning_rate
1.50228276606,0.999997,0.0001
0.488070381071,0.9999889,0.0001
0.430417864718,0.9999814,0.0001
0.446866117843,0.9999748,0.0001
0.41168492882,0.9999676,0.0001
0.428256555934,0.9999604,0.0001
0.549859713336,0.9999391,0.0001
0.401832255132,0.9999322,0.0001
0.604758004443,0.9999085,0.0001
0.538357208661,0.9999019,0.0001
0.406324567614,0.9998644,0.0001
0.663824925203,0.9998572,0.0001
0.384353677105,0.9998494,0.0001
0.597305185468,0.9998413,0.0001
0.315839157525,0.9998347,0.0001
0.461565921032,0.9998272,0.0001
0.411460184703,0.9998095,0.0001
0.429306038041,0.9998026,0.0001
0.435154183172,0.9997951,0.0001
0.381179722327,0.999787,0.0001
0.306865041761,0.9997798,0.0001
0.336057521424,0.9997726,0.0001
0.530804436172,0.999766,0.0001
0.340226206943,0.9997588,0.0001
0.510597366133,0.9997369,0.0001
0.444547822824,0.9997297,0.0001
0.457307700233,0.9997225,0.0001
0.452163981439,0.999712,0.0001
0.468444243264,0.999682,0.0001
0.382194446186,0.9996754,0.0001
0.355396681035,0.9996673,0.0001
0.514362402176,0.9996595,0.0001
0.674567880927,0.9996517,0.0001
0.686732902233,0.9996439,0.0001
0.423700418569,0.9996352,0.0001
0.349016342321,0.9996277,0.0001
0.42533245661,0.9996199,0.0001
0.557060831184,0.9996127,0.0001
0.42988032852,0.9996055,0.0001
0.392765865143,0.9995977,0.0001
0.518987711567,0.9995818,0.0001
0.520882085652,0.9995725,0.0001
0.710853660585,0.9995659,0.0001
0.179244732547,0.9995581,0.0001
0.363650300694,0.9995515,0.0001
0.624436733891,0.9995443,0.0001
0.438770673294,0.9995335,0.0001
0.448802254341,0.9995269,0.0001
0.552730474846,0.9995176,0.0001
0.426109367489,0.9995092,0.0001
0.402355727673,0.9994999,0.0001
0.603913280034,0.9994927,0.0001
0.346037404501,0.9994852,0.0001
0.408709982144,0.999478,0.0001
0.392304310069,0.9994684,0.0001
0.486572774795,0.9994618,0.0001
0.42846529134,0.9994447,0.0001
0.439756872853,0.9994345,0.0001
0.236357674933,0.999427,0.0001
0.363638161397,0.9994099,0.0001
0.558477895391,0.9994027,0.0001
0.49831159419,0.9993949,0.0001
0.377468563035,0.9993877,0.0001
0.512729182718,0.9993784,0.0001
0.477812434761,0.9993712,0.0001
0.468405187938,0.9993637,0.0001
0.493979034713,0.9993553,0.0001
0.376545686399,0.9993481,0.0001
0.446028715888,0.9993271,0.0001
0.403736195369,0.9993181,0.0001
0.465598082143,0.9993103,0.0001
0.452352866224,0.9993013,0.0001
0.271727929413,0.9992947,0.0001
0.394632979167,0.999286,0.0001
0.43503886168,0.9992794,0.0001
0.587977213356,0.9992722,0.0001
0.748611242103,0.9992638,0.0001
0.338773313233,0.9992545,0.0001
0.412623565865,0.9992473,0.0001
0.62725177904,0.9992365,0.0001
0.383796967455,0.9992293,0.0001
0.304102514743,0.999208,0.0001
0.509832055684,0.9992002,0.0001
0.528153064201,0.9991936,0.0001
0.440852714592,0.9991858,0.0001
0.383089109955,0.9991639,0.0001
0.299361841255,0.9991567,0.0001
0.565807847109,0.999148,0.0001
0.391145656398,0.9991414,0.0001
0.53177497227,0.999118,0.0001
0.534556573407,0.9991024,0.0001
0.362179496258,0.9990949,0.0001
0.512494877789,0.9990874,0.0001
0.523866512259,0.9990781,0.0001
0.436999979895,0.9990706,0.0001
0.422227468732,0.9990625,0.0001
0.393065610848,0.99904,0.0001
0.375933166733,0.9990187,0.0001
0.414106343197,0.9990112,0.0001
0.52414065746,0.9990016,0.0001
0.40233579602,0.998995,0.0001
0.462307793401,0.9989878,0.0001
0.425286503761,0.9989794,0.0001
0.26207105641,0.9989719,0.0001
0.497668714152,0.9989653,0.0001
0.529169019054,0.9989545,0.0001
0.362951218296,0.9989329,0.0001
0.259212820287,0.9989257,0.0001
0.499841528009,0.9989182,0.0001
0.519518421831,0.9989098,0.0001
0.414614714872,0.9989023,0.0001
0.244926491415,0.9988948,0.0001
0.296469554756,0.9988867,0.0001
0.19898578116,0.9988801,0.0001
0.499497464963,0.9988729,0.0001
0.520274246012,0.9988663,0.0001
0.520116147994,0.9988582,0.0001
0.34071919255,0.9988486,0.0001
0.454421517268,0.9988405,0.0001
0.362818080704,0.9988339,0.0001
0.309329103756,0.9988261,0.0001
0.411562091509,0.9988099,0.0001
0.451085870428,0.998803,0.0001
0.336732966908,0.9987724,0.0001
0.559831034661,0.9987655,0.0001
0.492247883521,0.998758,0.0001
0.526637057111,0.998749,0.0001
0.358615517542,0.9987409,0.0001
0.431932036161,0.9987343,0.0001
0.595259485011,0.9987265,0.0001
0.685398770107,0.9987199,0.0001
0.340542515631,0.9986986,0.0001
0.409670151305,0.9986911,0.0001
0.33287048663,0.9986827,0.0001
0.352041083542,0.9986755,0.0001
0.445882621829,0.9986377,0.0001
0.532764200008,0.9986296,0.0001
0.407130321212,0.998623,0.0001
0.404555517602,0.9986155,0.0001
0.382806287917,0.9985948,0.0001
0.365791361335,0.9985873,0.0001
0.329508468812,0.9985528,0.0001
0.24798046382,0.9985435,0.0001
0.394946857816,0.9985369,0.0001
0.45551154306,0.9985276,0.0001
0.487517044989,0.9985201,0.0001
0.321367813206,0.9985105,0.0001
0.311732155082,0.998503,0.0001
0.533250797721,0.9984952,0.0001
0.306314902236,0.9984874,0.0001
0.31197185628,0.9984715,0.0001
0.451959301036,0.9984637,0.0001
0.379815212062,0.9984562,0.0001
0.475787960489,0.9984487,0.0001
0.471008959571,0.9984421,0.0001
0.53766277549,0.998434,0.0001
0.383269029334,0.9984037,0.0001
0.34746616757,0.9983959,0.0001
0.494212091813,0.998386,0.0001
0.487823561857,0.998356,0.0001
0.563288888576,0.9983491,0.0001
0.300083810694,0.9983413,0.0001
0.296320316311,0.9983347,0.0001
0.432406700831,0.9983275,0.0001
0.512796028976,0.99832,0.0001
0.514595807772,0.9983092,0.0001
0.392001363292,0.998302,0.0001
0.525564623817,0.9982942,0.0001
0.567364151054,0.9982735,0.0001
0.526369094743,0.9982654,0.0001
0.269376496202,0.9982564,0.0001
0.43971310807,0.998233,0.0001
0.401204512677,0.9982249,0.0001
0.645256116194,0.9982156,0.0001
0.286162342798,0.9982084,0.0001
0.443368835603,0.9982018,0.0001
0.289600461697,0.998194,0.0001
0.393995753699,0.9981868,0.0001
0.533606020609,0.9981766,0.0001
0.37684005836,0.99817,0.0001
0.422445372226,0.9981625,0.0001
0.348256447398,0.9981553,0.0001
0.377031234453,0.9981466,0.0001
0.389569315155,0.9981391,0.0001
0.441818467866,0.9981301,0.0001
0.315632368063,0.998113,0.0001
0.402282991892,0.9981055,0.0001
0.358666022708,0.9980842,0.0001
0.177147227203,0.998077,0.0001
0.472046785405,0.9980659,0.0001
0.467933998789,0.9980584,0.0001
0.31348927055,0.9980509,0.0001
0.403069649603,0.9980356,0.0001
0.283364378911,0.9980284,0.0001
0.36577360181,0.9980209,0.0001
0.633796040575,0.998011,0.0001
0.340887340421,0.997972,0.0001
0.382852340658,0.9979555,0.0001
0.5200722356,0.9979477,0.0001
0.25521928851,0.9979405,0.0001
0.480168616579,0.997933,0.0001
0.412509840567,0.9978964,0.0001
0.504220371792,0.9978745,0.0001
0.492954953385,0.9978364,0.0001
0.641986876066,0.9978286,0.0001
0.306168514355,0.9978067,0.0001
0.381610911188,0.997798,0.0001
0.219673703085,0.9977905,0.0001
0.472962619165,0.9977803,0.0001
0.524297472129,0.9977728,0.0001
0.406206386527,0.9977572,0.0001
0.233677656478,0.99775,0.0001
0.330308389682,0.9977407,0.0001
0.466893349733,0.9977341,0.0001
0.419941044551,0.9977248,0.0001
0.303018836828,0.9977182,0.0001
0.288709537647,0.997711,0.0001
0.477496564585,0.9977038,0.0001
0.508265231562,0.9976972,0.0001
0.338499650076,0.9976894,0.0001
0.403852326085,0.9976822,0.0001
0.271334375904,0.9976744,0.0001
0.593976279951,0.9976678,0.0001
0.311303923733,0.9976447,0.0001
0.394878126772,0.9976378,0.0001
0.349912795467,0.9976306,0.0001
0.358635926805,0.9976057,0.0001
0.466289829817,0.9975886,0.0001
0.234543204507,0.9975814,0.0001
0.390597186753,0.9975733,0.0001
0.345848153949,0.9975496,0.0001
0.290744777387,0.9975421,0.0001
0.343271087449,0.9975334,0.0001
0.303890977896,0.9975256,0.0001
0.274458369736,0.997519,0.0001
0.355297159317,0.9975034,0.0001
0.474511832843,0.9974956,0.0001
0.538522738575,0.997489,0.0001
0.416999008788,0.9974797,0.0001
0.442116218082,0.9974581,0.0001
0.296430076309,0.9974422,0.0001
0.500069919634,0.9974344,0.0001
0.394759312245,0.9974251,0.0001
0.574959831516,0.9974149,0.0001
0.473660905675,0.9974077,0.0001
0.421558313384,0.9973999,0.0001
0.468458128732,0.9973843,0.0001
0.406550488913,0.9973774,0.0001
0.450040640268,0.9973615,0.0001
0.49108798908,0.9973522,0.0001
0.4643355968,0.9973423,0.0001
0.484376676791,0.9973348,0.0001
0.459962939861,0.9973057,0.0001
0.574433138599,0.9972973,0.0001
0.538386065272,0.9972886,0.0001
0.458747930266,0.9972667,0.0001
0.368214243397,0.9972475,0.0001
0.541449293019,0.997216,0.0001
0.472719033208,0.9972088,0.0001
0.336000275447,0.9972016,0.0001
0.379139890904,0.9971944,0.0001
0.301176665414,0.9971866,0.0001
0.24697103,0.9971791,0.0001
0.412254874336,0.9971713,0.0001
0.330648616116,0.9971647,0.0001
0.402617483222,0.9971569,0.0001
0.337156665683,0.9971482,0.0001
0.518759115098,0.9971416,0.0001
0.43990379864,0.9971344,0.0001
0.431075502312,0.9971041,0.0001
0.376451273786,0.997096,0.0001
0.543364010289,0.9970885,0.0001
0.385426706479,0.9970807,0.0001
0.374916415546,0.9970735,0.0001
0.580423696732,0.997057,0.0001
0.402607502422,0.997048,0.0001
0.433797610247,0.9970408,0.0001
0.607846891994,0.9970327,0.0001
0.305189224599,0.9970237,0.0001
0.595904227439,0.9970171,0.0001
0.340302362467,0.9970099,0.0001
0.495073854524,0.9970012,0.0001
0.466866500079,0.996985,0.0001
0.294835825454,0.9969772,0.0001
0.43453168199,0.99697,0.0001
0.313340663292,0.9969625,0.0001
0.586964791856,0.9969529,0.0001
0.372416221751,0.9969448,0.0001
0.223457062739,0.9969367,0.0001
0.455487714464,0.9969076,0.0001
0.372750464726,0.9968851,0.0001
0.350622224314,0.9968779,0.0001
0.472405690459,0.9968707,0.0001
0.50050963689,0.996862,0.0001
0.258781371124,0.9968524,0.0001
