mean_loss,epsilon
0.337169004838,0.9998902
0.201204981367,0.9997471
0.231943631552,0.9996049
0.208927596097,0.9994627
0.150217239963,0.9993205
0.155425453833,0.9991801
0.162774360392,0.9990379
0.174914305569,0.9988957
0.178368466414,0.9987535
0.174598732062,0.9986104
0.157657796601,0.9984718
0.162505271521,0.9983296
0.17149298799,0.9981874
0.153884858336,0.9980452
0.146560191563,0.9978481
0.17860310066,0.9977104
0.148462015029,0.9975682
0.152537822128,0.997426
0.166325566762,0.9972829
0.141954457596,0.9971407
0.153813158075,0.997003
0.144096883808,0.9968608
0.155173453576,0.9967186
0.162436828547,0.9965755
0.132901784636,0.9964333
0.147560746106,0.996292
0.148042263626,0.9961498
0.145173624066,0.9960076
0.139774338757,0.9958645
0.14600024234,0.9957223
0.15263730279,0.9955846
0.186705966248,0.9954424
0.174764966031,0.9953002
0.144087865941,0.9951571
0.150076883313,0.9950149
0.151309400695,0.9948754
0.155293953248,0.9947332
0.152594859752,0.994591
0.15940090405,0.9944488
0.144542121304,0.9943057
0.128913713475,0.9941671
0.118315226495,0.9940249
0.125850734739,0.9938818
0.132908022951,0.9937396
0.110114840604,0.9935974
0.131021004634,0.9934552
0.148536897814,0.993313
0.126766769251,0.9931708
0.140521218066,0.9930277
0.143964895684,0.9928855
0.136882691251,0.9926326
0.134201852929,0.992494
0.126437143508,0.9923293
0.151763532562,0.99208
0.131623518316,0.9918298
0.138396459794,0.9916921
0.144716047527,0.9915499
0.11073789344,0.9914077
0.115224682934,0.9912646
0.121038907147,0.9911224
0.163881502021,0.9909811
0.121194802071,0.9908389
0.12372194357,0.9906967
0.14327210323,0.9905545
0.117869441441,0.9904114
0.122243684198,0.9902701
0.121827199528,0.9901279
0.137785343853,0.9899857
0.138688659961,0.9898426
0.151176666015,0.9897004
0.144944708804,0.9895618
0.121555021856,0.9894187
0.141430931598,0.9892765
0.120136194782,0.9891343
0.110450932468,0.9889921
0.138956318778,0.9888553
0.136948136242,0.9887131
0.142580117889,0.9885709
0.117475348001,0.9884278
0.155585270743,0.9882856
0.137247471531,0.9881461
0.0977710594509,0.9880039
0.150513501023,0.9878617
0.117222672252,0.9877195
0.0948291261811,0.9875764
0.13905595841,0.9874405
0.124816743643,0.9872974
0.143306317153,0.9871552
0.142370969401,0.987013
0.131264774264,0.9868708
0.127659414515,0.9867322
0.138873791532,0.98659
0.13215456672,0.9864478
0.120662366752,0.9863056
0.114851225329,0.9861625
0.12291643499,0.9860203
0.0964800591757,0.9858781
0.118253114105,0.9857359
0.114656353105,0.9855937
0.141645115096,0.9854506
0.158945423784,0.9853111
0.103181542206,0.9851689
0.130834713827,0.9850267
0.105375092148,0.9848836
0.102179582402,0.984741400001
0.142326727836,0.984602800001
0.137049441706,0.984460600001
0.150119199663,0.984318400001
0.0909305668173,0.984176200001
0.102941476276,0.984033100001
0.142728550453,0.983896300001
0.106305965169,0.983754100001
0.107981944865,0.983611900001
0.0971249097505,0.983469700001
0.128987926928,0.983326600001
0.115456879112,0.983184400001
0.135748550429,0.983042200001
0.111353604752,0.982756900001
0.123776108216,0.982509400001
0.126813177508,0.982342900001
0.118790582036,0.982206100001
0.137909662254,0.982063900001
0.154813290341,0.981921700001
0.117553837772,0.981778600001
0.107407998582,0.981636400001
0.166591055068,0.981501400001
0.109086827525,0.981358300001
0.098436224174,0.981216100001
0.125062284466,0.981073900001
0.121870045865,0.980931700001
0.114356920644,0.980793100001
0.0982061237122,0.980650900001
0.106038891299,0.980508700001
0.135738998069,0.980366500001
0.122625562329,0.980223400001
0.121248388059,0.980084800001
0.117475889726,0.979942600001
0.0830603728532,0.979800400001
0.100652320802,0.979658200001
0.115732909737,0.979515100001
0.133184889491,0.979377400001
0.167645771708,0.979235200001
0.0928959508886,0.979092100001
0.0972596218527,0.978949900001
0.118685334093,0.978807700001
0.112426625415,0.978670900001
0.112264374879,0.978528700001
0.1361530722,0.978386500001
0.101385613279,0.978244300001
0.10628286292,0.978101200001
0.103723786047,0.977961700001
0.110641624184,0.977819500001
0.122447198335,0.977676400001
0.149809124449,0.977534200001
0.130276513344,0.977392000001
0.0890107390735,0.977255200001
0.106410303424,0.977113000001
0.135187327483,0.976969900001
0.126901049139,0.976827700001
0.10293704851,0.976685500001
0.107437547217,0.976548700001
0.102234245931,0.976264300001
0.098057162878,0.976015000001
0.106464596291,0.975764800001
0.113781128834,0.975514600001
0.105066790415,0.975379600001
0.101146711132,0.975236500001
0.117211473485,0.975094300001
0.144360368272,0.974952100001
0.12412664374,0.974809900001
0.131352824705,0.974673100001
0.123523157926,0.974530900001
0.119974404492,0.974388700001
0.130759348728,0.974246500001
0.116811650974,0.974103400001
0.0959029464576,0.973965700001
0.113060226229,0.973823500001
0.142086062813,0.973681300001
0.0929998746127,0.973538200001
0.117451835607,0.973396000001
0.100249623768,0.973254700001
0.088169705283,0.973112500001
0.0925277378976,0.972969400001
0.141825957065,0.972827200001
0.126421218586,0.972685000001
0.109133134164,0.972544600001
0.144786411503,0.972402400001
0.101141909928,0.972260200001
0.115133908077,0.972117100001
0.105214217138,0.971974900001
0.146252397955,0.971839900001
0.130073098494,0.971696800001
0.0886988488981,0.971554600001
0.122995749166,0.971412400001
0.127833601144,0.971270200001
0.114801928768,0.971129800001
0.0943547188939,0.970987600001
0.10643757525,0.970844500001
0.127789072261,0.970702300001
0.119559736912,0.970560100001
0.116614730072,0.970425100001
0.100123133681,0.970282000001
0.127961682603,0.970139800001
0.0910824182532,0.969997600001
0.142559880128,0.969855400001
0.109722250984,0.969718600001
0.0867134152173,0.969576400001
0.145966947792,0.969433300001
0.0887775444882,0.969291100001
0.11694890634,0.969148900001
0.161333462556,0.969013000001
0.111626786466,0.968870800001
0.125530864945,0.968728600001
0.0954196650424,0.968586400001
0.12046346594,0.968443300001
0.148109665644,0.968307400001
0.0951676091275,0.968164300001
0.123185938445,0.968022100001
0.145087333998,0.967879900001
0.0814106508305,0.967737700001
0.136530728757,0.967600900001
0.121683195992,0.967458700001
0.133285471457,0.967316500001
0.12313226146,0.967174300001
0.134743460756,0.967031200001
0.117623589593,0.966893500001
0.118227701772,0.966750400001
0.0982327474274,0.966608200001
0.110282704934,0.966466000001
0.107551340594,0.966323800001
0.0846653663576,0.966183400001
0.117606219437,0.966041200001
0.118952625812,0.965899000001
0.0944849450356,0.965756800001
0.115296678752,0.965613700001
0.120302630465,0.965474200001
0.122193880209,0.965331100001
0.0963865126594,0.965188900001
0.134047860082,0.965046700001
0.105128856085,0.964904500001
0.138268165251,0.964767700001
0.12474911577,0.964625500001
0.101616693371,0.964483300001
0.105408824231,0.964341100001
0.114127640245,0.964198000001
0.113828683929,0.964060300001
0.121557679776,0.963763300001
0.0942548174569,0.963579700001
0.0878508110241,0.963331300001
0.123866009148,0.963099100001
0.0729678980707,0.962957800001
0.107535426436,0.962815600001
0.104334813559,0.962673400001
0.100541017096,0.962531200001
0.109246470097,0.962388100001
0.117654631836,0.962252200001
0.0854206190436,0.962110000001
0.107231224037,0.961966900001
0.132472660701,0.961824700001
0.118571028741,0.961682500001
0.141486888559,0.961545700001
0.101290673282,0.961402600001
0.149858850783,0.961260400001
0.166404199978,0.961118200001
0.0937792170782,0.960976000001
0.106884002103,0.960839200001
0.112546041554,0.960697000001
0.104995738872,0.960553900001
0.101683924832,0.960411700001
0.121555705115,0.960269500001
0.119991891018,0.960132700001
0.0997045353936,0.959989600001
0.101162382521,0.959847400001
0.0836167459041,0.959705200001
0.123097519698,0.959563000001
0.130854667014,0.959424400001
0.0978977114055,0.959282200001
0.116369236359,0.959139100001
0.0982983575739,0.958996900001
0.0923159739001,0.958854700001
0.14041690901,0.958717000001
0.130831410561,0.958574800001
0.155188082952,0.958431700001
0.0931211583928,0.958289500001
0.0782738481033,0.958147300001
0.0927933540267,0.957958300001
0.109193876569,0.957816100001
0.102539136253,0.957673900001
0.116310686663,0.957531700001
0.114875191769,0.957388600001
0.109073265236,0.957247300001
0.0848452440072,0.957105100001
0.153918811465,0.956962900001
0.0961611388078,0.956820700001
0.115780371685,0.956677600001
0.1328806043,0.956539000001
0.122977556485,0.956395900001
0.0917369028805,0.956253700001
0.0836840200418,0.956111500001
0.0920396702434,0.955969300001
0.102771317729,0.955832500001
0.120619443595,0.955690300001
0.136519561249,0.955548100001
0.110918041814,0.955405000001
0.109248520809,0.955262800001
0.123212909749,0.955123300001
0.114884495775,0.954981100001
0.0866014940015,0.954838900001
0.128912439049,0.954696700001
0.116370916017,0.954553600001
0.0972885955229,0.954413200002
0.129485750871,0.954270100002
0.0926200838267,0.954127900002
0.129671738799,0.953985700002
0.117199612824,0.953843500002
0.107109742483,0.953703100002
0.134542645732,0.953560900002
0.13074431721,0.953418700002
0.113866344612,0.953276500002
0.10906159882,0.953133400002
0.0989580187374,0.952993000002
0.134477362576,0.952849900002
0.0935499439353,0.952707700002
0.0823501238241,0.952565500002
0.0915164864433,0.952423300002
0.0927027605614,0.952282000002
0.104746599617,0.952139800002
0.110693596147,0.951997600002
0.12160922908,0.951855400002
0.128181356121,0.951712300002
0.119515440713,0.951575500002
0.145868966579,0.951433300002
0.122983569777,0.951291100002
0.129120099561,0.951148000002
0.145586429012,0.951005800002
0.165206911985,0.950865400002
0.111248686244,0.950723200002
0.105878318216,0.950581000002
0.124833728773,0.950438800002
0.112681729459,0.950295700002
0.106357103697,0.950158000002
0.0560256912144,0.950015800002
0.12020788735,0.949873600002
0.0981910211719,0.949731400002
0.110188458244,0.949588300002
0.137432130191,0.949446100002
0.101057018301,0.949303900002
0.0867715207378,0.949159900002
0.0945741059636,0.949019500002
0.0948680333056,0.948876400002
0.0946835022174,0.948736000002
0.129963728522,0.948593800002
0.0971927955922,0.948451600002
0.0967061350313,0.948309400002
0.109795564407,0.948166300002
0.11360394274,0.948029500002
0.140372571814,0.947886400002
0.0850767674764,0.947744200002
0.108973361395,0.947602000002
0.101686174885,0.947459800002
0.158147170482,0.947316700002
0.113743392494,0.947175400002
0.139175967834,0.947033200002
0.089139947698,0.946891000002
0.137409884714,0.946748800002
0.119889594891,0.946612000002
0.0857672133617,0.946469800002
0.118026630385,0.946327600002
0.111568930394,0.946184500002
0.0884974928851,0.946042300002
0.093938568989,0.945906400002
0.10493104991,0.945764200002
0.127952819673,0.945621100002
0.119067249482,0.945478900002
0.114240100631,0.945336700002
0.0909455846502,0.945199900002
0.0855090314078,0.945057700002
0.125061389582,0.944915500002
0.089073917363,0.944773300002
0.119584025324,0.944630200002
0.0887734792048,0.944494300002
0.108490595709,0.944351200002
0.0894010847451,0.944209000002
0.135785816683,0.944066800002
0.0922514495128,0.943924600002
0.12282962156,0.943786000002
0.0899090197046,0.943643800002
0.125616870984,0.943501600002
0.111630032716,0.943359400002
0.100293417263,0.943216300002
0.114334223166,0.943075000002
0.10974236508,0.942932800002
0.117239916591,0.942790600002
0.106886706969,0.942648400002
0.0799624683329,0.942505300002
0.114593504225,0.942366700002
0.0959006271844,0.942224500002
0.0901754183993,0.942082300002
0.0960668979774,0.941939200002
0.0994622325602,0.941797000002
0.111618824817,0.941655700002
0.115071958254,0.941512600002
0.13771435983,0.941370400002
0.0920726290016,0.941228200002
0.138428181665,0.941086000002
0.125201103643,0.940944700002
0.114540963278,0.940802500002
0.0792868276338,0.940659400002
0.115724197462,0.940517200002
0.105833070431,0.940375000002
0.123363490729,0.940238200002
0.115793719683,0.940096000002
0.0852447757156,0.939953800002
0.0980903599529,0.939810700002
0.127245264834,0.939668500002
0.117341006098,0.939528100002
0.122601518793,0.939385900002
0.135951566336,0.939243700002
0.129747115778,0.939100600002
0.107771423755,0.938958400002
0.0861166536115,0.938820700002
0.084887156363,0.938677600002
0.109344517917,0.938535400002
0.140375712001,0.938393200002
0.128106439544,0.938251000002
0.110917327296,0.938111500002
0.112668142875,0.937969300002
0.151996403195,0.937827100002
0.0951280465351,0.937684000002
0.0855529962682,0.937541800002
0.0967375653972,0.937399600002
0.123538164313,0.937257400002
0.119486911322,0.937115200002
0.0937187869292,0.936972100002
0.114574477915,0.936829900002
0.102169846894,0.936688600002
0.13663391613,0.936545500002
0.102268887222,0.936403300002
0.123006176557,0.936261100002
0.0799561937733,0.936118900002
0.0827421845551,0.935976700002
0.14694083897,0.935834500002
0.128048302142,0.935692300002
0.108923014313,0.935550100002
0.111150222335,0.935407000002
0.126574401009,0.935267500002
0.107521631098,0.935125300002
0.115655776501,0.934983100002
0.0893284310096,0.934840000002
0.0931560300757,0.934697800002
0.118995318668,0.934557400002
0.0819091806067,0.934415200002
0.113479755183,0.934273000002
0.109461307018,0.934129900002
0.114259986871,0.933987700002
0.11537641497,0.933848200002
0.100482749226,0.933706000002
0.142423607054,0.933562900002
0.0959258011388,0.933431500002
0.100411783902,0.933289300002
0.0978747633566,0.933147100002
0.125692015371,0.933004900002
0.118988587954,0.932862700002
0.100595823284,0.932720500002
0.132177500449,0.932577400002
0.0709557436861,0.932441500002
0.126976470496,0.932298400002
0.136543379689,0.932156200002
0.0973669181495,0.932014000002
0.107493716081,0.931871800002
0.080812946554,0.931730500002
0.0947548678345,0.931588300002
0.0979003684368,0.931446100002
0.0725451185219,0.931301200002
0.114605405056,0.931160800002
0.103352325576,0.931024000002
0.145169737992,0.930880900002
0.118677712643,0.930738700002
0.109926075902,0.930596500002
0.108402573525,0.930454300002
0.123008990129,0.930318400002
0.128897703358,0.930175300002
0.147741702638,0.930033100002
0.102877648346,0.929890900002
0.111543301828,0.929748700002
0.113369426118,0.929606500002
0.11110517651,0.929362600002
0.10780229544,0.929221300002
0.0684194926104,0.929079100002
0.102937472457,0.928936000002
0.12150634955,0.928797400002
0.110478214562,0.928655200002
0.11815296426,0.928513000002
0.0977339714393,0.928367200002
0.0974689732008,0.928227700002
0.114921759042,0.928089100002
0.131015078921,0.927946900002
0.0851132921233,0.927803800002
0.102093865057,0.927661600002
0.100318223372,0.927519400002
0.138147941564,0.927381700002
0.124986490931,0.927239500002
0.155856738268,0.927096400002
0.121312172812,0.926954200002
0.122595186046,0.926812000002
0.114615163656,0.926673400002
0.0971966177991,0.926530300002
0.0970800911058,0.926388100002
0.102564606907,0.926245900002
0.112016921594,0.926103700002
0.161801417554,0.925964200002
0.11668004754,0.925822000002
0.102896865241,0.925679800002
0.103643043884,0.925536700002
0.0935908666636,0.925394500002
0.119500607222,0.925255900002
0.104291036463,0.925112800002
0.119506068963,0.924970600002
0.0925668465274,0.924828400002
0.0934987303851,0.924686200002
0.117254874397,0.924549400002
0.0963982263794,0.924406300002
0.109312244724,0.924264100002
0.0933251654543,0.924121900002
0.104767153579,0.923979700003
0.118230097151,0.923843800003
0.12520301145,0.923701600003
0.112631872706,0.923558500003
0.125780549513,0.923416300003
0.130493447659,0.923274100003
0.0785413723426,0.923136400003
0.114419310438,0.922994200003
0.109112138855,0.922851100003
0.121049080305,0.922708900003
0.102973903642,0.922566700003
0.111661551179,0.922429000003
0.0851844615365,0.922286800003
0.105923262492,0.922144600003
0.0822174794475,0.922002400003
0.0826643922662,0.921859300003
0.112738102371,0.921718900003
0.128661380941,0.921575800003
0.101280817387,0.921433600003
0.116863020396,0.921291400003
0.129169253727,0.921149200003
0.0983775569064,0.921009700003
0.094783386974,0.920867500003
0.140457119953,0.920724400003
