jamesbond	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
gravitar	0.0328062072137	0.300341753929	0.290907039927	0.0982568680121	0.485067985662	0.490506385632	0.424038731392	0.314761828439	0.739372820229	0.419747427234	0.461812163282	0.189975385439	0.168448906837	0.64798202867	0.478343147224	0.38230876873	0.0713861221384	0.316296459737	0.373200125313	0.312497687437	0.669566090768	0.246156606429	0.669351798156	0.409461676002	0.698387544161	0.223837067208	0.344993283589	0.719298857176	0.310625380198	0.37324768004	0.292983257823	
road_runner	0.130559176392	0.368869389146	0.375870056741	0.567185309957	0.509592364353	0.294384166993	0.612992915395	0.711572954868	0.54046592319	0.574261278484	0.716976921045	0.650465171827	0.408635370946	0.668141943985	0.712151388045	0.842806757158	0.848593496636	0.775103137497	0.639505584082	0.741643298273	0.838058860299	0.862072202758	0.738805475598	0.834971438248	0.840772803878	0.850716575468	0.8165366692	0.844142461569	0.433659202687	0.882374694428	0.88198321958	0.850609840294	
krull	0.677000461883	0.327306438634	0.471943460459	0.384072205887	0.952874713242	0.620132258832	0.723121204951	0.666529369022	0.876373546045	0.741711446821	0.472635476396	0.463524460939	0.486053113704	0.780228012662	0.386969724215	0.36184787818	0.65825160251	0.520239401006	0.821826950367	0.673668869243	0.495954953229	0.707901895819	0.502788198316	0.46679509277	0.403064659831	0.619825468568	0.63537195692	0.338544928261	0.651494136334	0.363877205254	0.84511459477	0.720588732299	
assault	0.153336237387	0.353097151351	0.42345014413	0.242540772231	0.209232505554	0.368053027377	0.280692884151	0.171933327578	0.253400183379	0.2838523256	0.3105833472	0.236567155246	0.429827382511	0.211363954185	0.297414549261	0.342992777446	0.248859182962	0.226819029754	0.334136412594	0.324062401871	0.295130731148	0.432964852241	0.335306762245	0.239359754292	0.285361919224	0.357567295003	0.330978573728	0.289398722693	0.238885130306	0.265686730212	0.253672105263	0.489317384509	
zaxxon	0.0	0.0376605738216	0.285261987626	0.458779282988	0.214463279512	0.430541607507	0.18113031132	0.282337587007	0.194073859242	0.449691186563	0.428432509896	0.410213650426	0.463396474704	0.362473759806	0.43560656281	0.501965231845	0.597215777262	0.622944247306	0.494008835776	0.556001667634	0.646923941416	0.640147497515	0.674267180812	0.895638425267	0.664733178655	0.467103082533	0.133120649652	0.598771026682	0.646983758701	0.688832914853	0.604106728539	0.978070503704	
star_gunner	0.00957979692481	0.00847628573607	0.00482750192882	0.0213996931836	0.0247605123943	0.0339555283136	0.0726690827789	0.0881121248887	0.306626412503	0.236590014063	0.435833683902	0.447981837723	0.382177557686	0.241511444998	0.152859301763	0.612682229718	0.457914989562	0.790934820767	0.650189040365	0.713259159418	0.53373894768	0.469071634828	0.715756552775	0.224087387058	0.148330613401	0.617647844059	0.304846579638	0.565743161592	0.581736369742	0.611027879067	0.653910026912	0.38945186576	
bank_heist	0.0254750279132	0.239027770253	0.492554766292	0.777115781178	0.760242388098	0.806928515764	0.885916895029	0.681991643503	0.868715496368	0.845601344952	0.870195274728	0.823894113178	0.73033816394	0.84385359319	0.725313385131	0.763185550432	0.744460725323	0.734730601498	0.756925847482	0.8507145976	0.785679167924	0.767005468765	0.739330154791	0.825780019307	0.765287809242	0.834802500559	1.0	0.451073239192	0.801942931707	0.794795774772	0.701891230102	0.739520904776	
wizard_of_wor	0.173671164829	0.286845386533	0.364315504342	0.0847628039724	0.227789900249	0.109226932668	0.304519950124	0.473737531171	0.648056582682	0.806317539482	0.931966957604	0.758454473572	0.893508416456	0.949593230039	0.792043329175	0.0584356416651	0.114869077306	0.32608406169	0.331664996387	0.73035137566	0.319292719693	0.551683291767	0.0129912288244	0.435900872817	0.572838736494	0.122477896168	0.101262468828	0.0609360220138	0.146660218612	0.07991579271	0.160504987531	0.151340399002	
asterix	0.0304759892069	0.26795202231	0.430840394833	0.493358720564	0.411470904914	0.590121645864	0.622951011843	0.63234174041	0.582542600736	0.803234911695	0.778632986821	0.878392652165	0.678684038847	0.461579842622	0.322037499372	0.549863115735	0.786107717135	0.617663950761	0.684120771779	0.73204920031	0.896815929865	0.838251148325	0.624739246784	0.725869007789	0.670903620442	0.582037800172	0.908177648015	0.905367742745	0.319820799359	0.666146680692	0.634000705087	0.858594164358	
Fishing_Derby	0.31004766927	0.13139837724	0.0	0.221476510063	0.296140395194	0.747189787852	0.589574014955	0.234100144154	0.423574424346	0.706478955399	0.552685217043	0.658839144188	0.526966970608	0.460788564435	0.662241987845	0.557715507666	1.0	0.504059074337	0.559217086958	0.917455262177	0.471813621615	0.391715917057	0.297505759788	0.545978162877	0.335568996704	0.827279905248	0.803666232592	0.531232507025	0.641553684739	0.527829663368	0.390039153518	0.441793586409	
space_invaders	0.308808437031	0.385593612995	0.51815678582	0.537583491375	0.518691253341	0.561926024941	0.557726705268	0.538789861847	0.586572801174	0.736200202829	0.541260888376	0.75058420215	0.843699321643	0.891657413209	0.80235064657	0.759513585148	0.889338282666	0.658003055759	0.805031659457	0.618032412572	0.744945427652	0.86713451114	0.708037482095	0.791658599768	0.849067234577	0.841443777602	0.838206399673	0.682274135647	0.810116736163	0.635908429858	0.962418451377	0.620245365889	
