epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,1,800,800.0,0
2,1,721,721.0,0
3,1,757,757.0,0
4,1,771,771.0,0
5,1,495,495.0,0
6,1,486,486.0,0
