epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,152,1280,8.42105263158,0.781741651185
2,187,930,4.97326203209,1.00123467429
3,141,570,4.04255319149,1.1678797879
4,223,3160,14.1704035874,1.11926735285
5,226,4200,18.5840707965,1.18269709819
6,216,21030,97.3611111111,1.19787887909
7,210,27620,131.523809524,1.26656785036
8,176,33870,192.443181818,1.37297121615
9,207,29080,140.483091787,1.49491546783
10,200,22300,111.5,1.96037781098
11,169,37610,222.544378698,2.21764597008
12,161,36240,225.093167702,2.67071004171
13,150,42780,285.2,2.84169758542
14,134,45510,339.626865672,3.14160107765
15,137,43700,318.97810219,3.12410983194
16,133,49220,370.07518797,3.41100052733
17,114,51030,447.631578947,3.64837393772
18,112,52590,469.553571429,3.70009731822
19,119,51310,431.176470588,3.7764658371
20,112,48020,428.75,3.74685922459
21,115,50370,438.0,3.71504618768
22,107,56720,530.093457944,3.86792599175
23,116,55210,475.948275862,4.24172796972
24,113,53130,470.17699115,4.01651196275
25,114,52970,464.649122807,4.21942605056
26,117,50930,435.299145299,4.17721394427
27,120,52940,441.166666667,4.32319833238
28,118,56730,480.762711864,4.35532117847
29,114,58110,509.736842105,4.46531890865
30,129,53990,418.527131783,4.60852568619
31,118,52420,444.237288136,4.55585495457
32,128,48110,375.859375,4.9461218068
33,132,51920,393.333333333,4.97097420782
34,123,51370,417.642276423,5.08412546117
35,110,60820,552.909090909,5.08390462346
36,118,59710,506.016949153,5.00619041752
37,122,60990,499.918032787,5.079591925
38,130,57990,446.076923077,5.11770189144
39,122,58010,475.491803279,5.01093441758
40,122,54780,449.016393443,4.95731522225
41,116,56460,486.724137931,4.95375174318
42,113,55890,494.601769912,5.00801595479
43,122,56970,466.967213115,5.09928272031
44,108,57900,536.111111111,5.17331787609
45,118,59090,500.762711864,5.19219470017
46,118,57860,490.338983051,5.25387483492
47,118,57950,491.101694915,5.22536901027
48,120,56660,472.166666667,5.36465531118
49,120,56920,474.333333333,5.54214343429
50,127,57400,451.968503937,5.5164227879
51,116,57550,496.120689655,5.38116350546
52,134,54490,406.641791045,5.47034593165
53,129,54300,420.930232558,5.51325992502
54,122,53160,435.737704918,5.45021810889
55,122,59160,484.918032787,5.43404402517
56,113,57420,508.14159292,5.51027481556
57,117,56830,485.726495726,5.41950236194
58,120,59310,494.25,5.51122519135
59,116,57740,497.75862069,5.43335052334
60,114,56620,496.666666667,5.37988671653
61,129,53930,418.062015504,5.34961281382
62,120,59350,494.583333333,5.28895826042
63,121,58540,483.801652893,5.32127755947
64,129,52890,410.0,5.43654771805
65,125,54960,439.68,5.44708657391
66,112,56350,503.125,5.51088220753
67,114,60520,530.877192982,5.55644958362
68,136,54280,399.117647059,5.37735974126
69,119,51050,428.991596639,5.47072595268
70,131,51740,394.961832061,5.55899648786
71,121,59820,494.380165289,5.61171918467
72,120,56320,469.333333333,5.4640962667
73,128,54200,423.4375,5.50081877194
74,121,58550,483.884297521,5.49258296959
75,114,60960,534.736842105,5.54495617516
76,129,55680,431.627906977,5.44801402725
77,131,57130,436.106870229,5.31914190099
78,113,61840,547.256637168,5.30607760407
79,126,55820,443.015873016,5.43167250656
80,119,52010,437.058823529,5.53143535167
81,112,54840,489.642857143,5.51639253117
82,120,56830,473.583333333,5.53059938364
83,127,58270,458.818897638,5.55313189745
84,117,57710,493.247863248,5.37276288748
85,127,57470,452.519685039,5.37278439
86,117,59210,506.068376068,5.46626183584
87,122,56950,466.803278689,5.35750981838
88,112,61030,544.910714286,5.4740391814
89,129,57000,441.860465116,5.53228323102
90,123,54880,446.178861789,5.64152939506
91,124,50930,410.725806452,5.56776284337
92,118,57390,486.355932203,5.49112470783
93,127,54110,426.062992126,5.52119578764
94,124,56650,456.85483871,5.59077372111
95,132,55640,421.515151515,5.47096934788
96,134,50780,378.955223881,5.51102689162
97,122,58000,475.409836066,5.53431848854
98,124,59600,480.64516129,5.45934885845
99,109,54850,503.211009174,5.5259658394
100,123,53500,434.959349593,5.54071095087
101,125,55110,440.88,5.64091976963
102,130,53090,408.384615385,5.57834803768
103,124,56100,452.419354839,5.39018819511
104,126,57070,452.936507937,5.26699624278
105,125,60070,480.56,5.38464698128
106,131,50540,385.801526718,5.31992048353
107,132,55120,417.575757576,5.38868463054
108,128,57040,445.625,5.56707075171
109,105,60360,574.857142857,5.64945984811
110,132,56470,427.803030303,5.61723975547
111,118,59400,503.389830508,5.70320461437
112,120,60830,506.916666667,5.71111008041
113,138,36090,261.52173913,5.67804180361
114,121,59050,488.016528926,5.77168162055
115,123,55800,453.658536585,5.74436836667
116,120,56430,470.25,5.66906391017
117,122,56340,461.803278689,5.75697864883
118,122,57710,473.032786885,5.51088273875
119,123,55870,454.227642276,5.48338339522
120,120,58710,489.25,5.45342740417
121,123,56300,457.723577236,5.54763826557
122,128,51900,405.46875,5.52376256555
123,136,44150,324.632352941,5.6487704476
124,118,58990,499.915254237,5.70152540214
125,130,52610,404.692307692,5.71585298404
126,119,33720,283.361344538,5.69706816398
127,135,56190,416.222222222,5.60169222847
128,124,54980,443.387096774,5.69206903398
129,128,54550,426.171875,5.725494183
