epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,106,58800,554.716981132,0.972878001723
2,130,74100,570.0,1.42646158971
3,131,66700,509.160305344,1.80147364348
4,115,49700,432.173913043,2.17248840541
5,103,62400,605.825242718,2.19424169408
6,135,97900,725.185185185,2.23627641635
7,101,74600,738.613861386,2.09053846433
8,90,36500,405.555555556,1.88257406515
9,122,71000,581.967213115,1.68055342815
10,130,103600,796.923076923,1.46956865555
11,113,76800,679.646017699,1.29172795049
12,91,74400,817.582417582,1.17039375552
13,67,22100,329.850746269,1.09398855316
14,145,146900,1013.10344828,1.07123612245
15,102,86300,846.078431373,1.07701009513
16,86,45500,529.069767442,1.15654231985
17,72,39900,554.166666667,1.256493083
18,62,32500,524.193548387,1.32682852102
19,80,49500,618.75,1.3531044788
20,139,165800,1192.8057554,1.35713094452
21,108,131000,1212.96296296,1.39389029618
22,140,176700,1262.14285714,1.46001770332
23,130,213700,1643.84615385,1.53995537683
24,84,71600,852.380952381,1.5546155426
25,156,192900,1236.53846154,1.66541829275
26,151,204100,1351.65562914,1.74264730315
27,171,213000,1245.61403509,1.7871120433
28,150,227700,1518.0,1.85047821976
29,121,211300,1746.28099174,1.88764458226
30,138,180800,1310.14492754,2.05511843971
31,135,233700,1731.11111111,2.13503084703
32,95,214800,2261.05263158,2.20479191128
33,109,125600,1152.29357798,2.3651769112
34,141,281500,1996.45390071,2.45607767184
35,100,311700,3117.0,2.65296709259
36,94,312900,3328.72340426,2.81879598435
37,96,387100,4032.29166667,3.02292330618
38,89,259000,2910.11235955,3.14554665461
39,104,520300,5002.88461538,3.44119587081
40,93,605100,6506.4516129,4.02543931041
41,103,408500,3966.01941748,4.14291502601
42,118,394300,3341.52542373,4.43541153664
43,132,489600,3709.09090909,4.78877510216
44,108,535200,4955.55555556,5.00712090934
45,106,246500,2325.47169811,5.28354767608
46,73,947800,12983.5616438,5.44676340582
47,108,631000,5842.59259259,5.75823421365
48,86,872500,10145.3488372,6.10732466361
49,88,855200,9718.18181818,6.24693695448
50,115,669700,5823.47826087,6.3890661888
51,90,908400,10093.3333333,6.59733850867
52,104,708900,6816.34615385,6.78665236717
53,78,960400,12312.8205128,7.12720433943
54,81,724900,8949.38271605,7.26420930186
55,89,760300,8542.69662921,7.36756695509
56,64,1172200,18315.625,7.46395262437
57,61,1211000,19852.4590164,7.71611266138
58,82,918400,11200.0,7.65569615049
59,70,1238000,17685.7142857,7.86352742463
60,70,1157700,16538.5714286,8.08921365889
61,59,1110200,18816.9491525,8.13758782797
62,106,766500,7231.13207547,8.29756808367
63,104,679600,6534.61538462,8.35768773861
64,77,1291800,16776.6233766,8.46431305647
65,74,1247700,16860.8108108,8.29197579242
66,73,1175400,16101.369863,8.47728690194
67,61,1322000,21672.1311475,8.50592493702
68,54,1199700,22216.6666667,8.1570827876
69,63,975000,15476.1904762,8.32990030982
70,65,1114900,17152.3076923,8.64276468676
71,84,864900,10296.4285714,8.96813426096
72,53,1139200,21494.3396226,8.70346318617
73,51,1216700,23856.8627451,9.00697558615
74,63,773300,12274.6031746,8.95333869036
75,53,1516200,28607.5471698,8.99795652442
76,79,524400,6637.97468354,8.78110521838
77,44,1447300,32893.1818182,8.85906492922
78,65,851100,13093.8461538,8.93516725771
79,76,1116900,14696.0526316,8.78964710794
80,59,1398800,23708.4745763,8.83702175669
81,51,1306300,25613.7254902,9.07539787918
82,61,1221400,20022.9508197,8.9557189092
83,53,1248700,23560.3773585,8.99038087361
84,59,907800,15386.440678,8.85498467181
85,61,1030500,16893.442623,9.08701173894
86,67,1288200,19226.8656716,9.25331116188
87,42,1059400,25223.8095238,9.14594861779
