epoch,num_episodes,total_reward,reward_per_epoch,mean_q
1,44,54,1.22727272727,0.548233894901
2,60,983,16.3833333333,0.676154175531
3,53,1647,31.0754716981,0.730976761123
4,48,79,1.64583333333,0.808155469578
5,54,484,8.96296296296,0.801904374724
6,56,1586,28.3214285714,0.809281689413
7,57,1628,28.5614035088,0.812396194758
8,57,1694,29.7192982456,0.783656439083
9,59,2146,36.3728813559,0.768584016776
10,57,1714,30.0701754386,0.771287034592
11,56,1509,26.9464285714,0.786534823123
12,54,1505,27.8703703704,0.75173529529
13,56,1347,24.0535714286,0.739465230843
14,57,1292,22.6666666667,0.73110114208
15,57,1431,25.1052631579,0.702413347252
16,57,1498,26.2807017544,0.69773863425
17,57,1504,26.3859649123,0.67308276434
18,56,1413,25.2321428571,0.665251579811
19,54,1478,27.3703703704,0.647783477479
20,57,1550,27.1929824561,0.630766333821
21,57,1570,27.5438596491,0.611102588247
22,57,1593,27.9473684211,0.605775219747
23,57,1658,29.0877192982,0.594518218632
24,57,1669,29.2807017544,0.604819338494
25,57,1588,27.8596491228,0.619930343386
26,57,1665,29.2105263158,0.622082272414
27,56,1680,30.0,0.59376603907
28,57,1606,28.1754385965,0.602937045535
29,57,1650,28.9473684211,0.604906243663
30,57,1593,27.9473684211,0.580204176477
31,57,1674,29.3684210526,0.627906017895
32,57,1648,28.9122807018,0.620188399921
33,57,1678,29.4385964912,0.636614029994
34,57,1649,28.9298245614,0.625388942463
35,55,1543,28.0545454545,0.628337152814
36,57,1672,29.3333333333,0.642253829399
37,57,1686,29.5789473684,0.644991098801
38,57,1659,29.1052631579,0.646491538137
39,58,1713,29.5344827586,0.636714363741
40,57,1658,29.0877192982,0.631684186696
41,58,1685,29.0517241379,0.621824275451
42,58,1625,28.0172413793,0.594475891162
43,58,1670,28.7931034483,0.548516907226
44,58,1685,29.0517241379,0.538542518462
45,58,1653,28.5,0.524269630359
46,56,1590,28.3928571429,0.515676537901
47,57,1640,28.7719298246,0.484648297438
48,58,1643,28.3275862069,0.463313311739
49,57,1599,28.0526315789,0.466898675426
50,55,901,16.3818181818,0.47129407791
51,58,1573,27.1206896552,0.446063150084
52,58,1599,27.5689655172,0.427323465943
53,57,1442,25.298245614,0.443946079863
54,51,1752,34.3529411765,0.450558387162
55,58,1597,27.5344827586,0.455177893988
56,57,1454,25.5087719298,0.485730989994
57,56,1124,20.0714285714,0.48991089372
58,58,1569,27.0517241379,0.453898115288
59,57,1438,25.2280701754,0.447538491869
60,58,1653,28.5,0.483514489983
61,58,1492,25.724137931,0.478611630164
62,58,1413,24.3620689655,0.489176048953
63,57,1637,28.7192982456,0.495615395121
64,58,1567,27.0172413793,0.512801018981
65,58,1607,27.7068965517,0.48590958612
66,52,1130,21.7307692308,0.491206196202
67,58,1501,25.8793103448,0.47436352524
68,56,1489,26.5892857143,0.471932805004
69,58,1478,25.4827586207,0.490369540048
70,51,1428,28.0,0.461520922314
71,57,1241,21.7719298246,0.455725383973
72,58,1406,24.2413793103,0.453797175465
73,58,1353,23.3275862069,0.457877123896
74,57,1476,25.8947368421,0.462372385026
75,58,1527,26.3275862069,0.470933099617
76,58,1517,26.1551724138,0.462922462169
77,58,1436,24.7586206897,0.493103609905
78,58,1608,27.724137931,0.472483253945
79,57,1525,26.7543859649,0.463448506864
80,58,1367,23.5689655172,0.482848993083
81,56,1222,21.8214285714,0.4972311603
82,57,1465,25.701754386,0.506382427514
83,57,1554,27.2631578947,0.497352818577
84,58,1428,24.6206896552,0.536427035443
